threshold,auc,accuracy,sensitivity,specificity,balanced_accuracy,precision,f1,tn,fp,fn,tp,fpr,youden
-9.196589127184405,1.0,0.5,1.0,0.0,0.5,0.5,0.6666666666666666,0,6,0,6,1.0,0.0
-8.020348695096223,1.0,0.5833333333333334,1.0,0.16666666666666666,0.5833333333333334,0.5454545454545454,0.7058823529411764,1,5,0,6,0.8333333333333334,0.16666666666666663
-7.084776661690175,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6,0.7499999999999999,2,4,0,6,0.6666666666666667,0.33333333333333326
-5.7203160667001125,1.0,0.75,1.0,0.5,0.75,0.6666666666666666,0.8,3,3,0,6,0.5,0.5
-2.9141927591355987,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333333,0.75,0.8571428571428571,4,2,0,6,0.33333333333333337,0.6666666666666666
1.8712645016047906,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6,0.16666666666666663,0.8333333333333334
7.299289671833433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6,0.0,1.0
11.709195448082985,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5,0.0,0.8333333333333334
14.555214850575982,1.0,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333,1.0,0.8,6,0,2,4,0.0,0.6666666666666666
15.931244797926816,1.0,0.75,0.5,1.0,0.75,1.0,0.6666666666666666,6,0,3,3,0.0,0.5
17.54861910036844,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,6,0,4,2,0.0,0.3333333333333333
21.266730514546197,1.0,0.5833333333333334,0.16666666666666666,1.0,0.5833333333333334,1.0,0.2857142857142857,6,0,5,1,0.0,0.16666666666666666
24.463821724009144,1.0,0.5,0.0,1.0,0.5,0.0,0.0,6,0,6,0,0.0,0.0
